die,module,subflow,instance,ratio,power_plane,plist,status,group,recipe,phase,chunks
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP20_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group20_x_trans_ph1_x_normal_main_list,kill,group20,trans,ph1,44
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP36_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group36_x_trans_ph1_x_normal_main_list,kill,group36,trans,ph1,29
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP39_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group39_x_trans_ph1_x_normal_main_list,kill,group39,trans,ph1,11
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP7_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP11_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP22_VMIN_K_CHKIMHFIXDIGWF1_SNO_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_sno_edt_group22_x_trans_ph1_x_normal_main_list,kill,group22,trans,ph1,34
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP24_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP25_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group25_x_trans_ph1_x_normal_main_list,kill,group25,trans,ph1,34
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F1,ATSPEED_GROUP88_VMIN_K_CHKIMHFIXDIGWF1_SSN_FIXDIGW_VMIN_F1_X,f1,fixdigw,scn_imh_chkimhfixdigwf1_ssn_edt_group88_x_trans_ph1_x_normal_main_list,kill,group88,trans,ph1,16
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F2,ATSPEED_GROUP7_VMIN_K_CHKIMHFIXDIGWF2_SSN_FIXDIGW_VMIN_F2_X,f2,fixdigw,scn_imh_chkimhfixdigwf2_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F2,ATSPEED_GROUP11_VMIN_K_CHKIMHFIXDIGWF2_SSN_FIXDIGW_VMIN_F2_X,f2,fixdigw,scn_imh_chkimhfixdigwf2_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F2,ATSPEED_GROUP24_VMIN_K_CHKIMHFIXDIGWF2_SSN_FIXDIGW_VMIN_F2_X,f2,fixdigw,scn_imh_chkimhfixdigwf2_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGW_F2,ATSPEED_GROUP88_VMIN_K_CHKIMHFIXDIGWF2_SSN_FIXDIGW_VMIN_F2_X,f2,fixdigw,scn_imh_chkimhfixdigwf2_ssn_edt_group88_x_trans_ph1_x_normal_main_list,kill,group88,trans,ph1,16
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGMIO1_F1,ATSPEED_GROUP16_VMIN_K_CHKIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMIN_F1_X,f1,fixdigemio1,scn_imh_chkimhfixdigmio1f1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGMIO3_F1,ATSPEED_GROUP17_VMIN_K_CHKIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X,f1,fixdigemio3,scn_imh_chkimhfixdigmio3f1_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_FIXDIGMIO4_F1,ATSPEED_GROUP19_VMIN_K_CHKIMHFIXDIGMIO4F1_SSN_FIXDIGMIO4_VMIN_F1_X,f1,fixdigemio4,scn_imh_chkimhfixdigmio4f1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP7_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP13_VMIN_K_CHKIMHCFCMEMF1_SNO_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_sno_edt_group13_x_trans_ph1_x_normal_main_list,kill,group13,trans,ph1,26
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP14_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group14_x_trans_ph1_x_normal_main_list,kill,group14,trans,ph1,19
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP15_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list,kill,group15,trans,ph1,44
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP22_VMIN_K_CHKIMHCFCMEMF1_SNO_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_sno_edt_group22_x_trans_ph1_x_normal_main_list,kill,group22,trans,ph1,34
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP1_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group1_x_trans_ph1_x_normal_main_list,kill,group1,trans,ph1,50
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP24_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP25_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group25_x_trans_ph1_x_normal_main_list,kill,group25,trans,ph1,34
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F1,ATSPEED_GROUP27_VMIN_K_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,f1,cfcmem,scn_imh_chkimhcfcmemf1_ssn_edt_group27_x_trans_ph1_x_normal_main_list,kill,group27,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP7_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP24_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F2,ATSPEED_GROUP27_VMIN_K_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,f2,cfcmem,scn_imh_chkimhcfcmemf2_ssn_edt_group27_x_trans_ph1_x_normal_main_list,kill,group27,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP7_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP24_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_CHK_IMH_CFCMEM_F4,ATSPEED_GROUP27_VMIN_K_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,f4,cfcmem,scn_imh_chkimhcfcmemf4_ssn_edt_group27_x_trans_ph1_x_normal_main_list,kill,group27,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP4_VMIN_K_CHKIMHCFCIOF1_SNO_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_sno_edt_group4_x_trans_ph1_x_normal_main_list,kill,group4,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP9_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group9_x_trans_ph1_x_normal_main_list,kill,group9,trans,ph1,17
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP10_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group10_x_trans_ph1_x_normal_main_list,kill,group10,trans,ph1,51
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F1,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCIOF1_SSN_CFCIO_VMIN_F1_X,f1,cfcio,scn_imh_chkimhcfciof1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F2,ATSPEED_GROUP4_VMIN_K_CHKIMHCFCIOF2_SNO_CFCIO_VMIN_F2_X,f2,cfcio,scn_imh_chkimhcfciof2_sno_edt_group4_x_trans_ph1_x_normal_main_list,kill,group4,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F2,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCIOF2_SSN_CFCIO_VMIN_F2_X,f2,cfcio,scn_imh_chkimhcfciof2_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F2,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCIOF2_SSN_CFCIO_VMIN_F2_X,f2,cfcio,scn_imh_chkimhcfciof2_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F2,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCIOF2_SSN_CFCIO_VMIN_F2_X,f2,cfcio,scn_imh_chkimhcfciof2_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F2,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCIOF2_SSN_CFCIO_VMIN_F2_X,f2,cfcio,scn_imh_chkimhcfciof2_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F4,ATSPEED_GROUP4_VMIN_K_CHKIMHCFCIOF4_SNO_CFCIO_VMIN_F4_X,f4,cfcio,scn_imh_chkimhcfciof4_sno_edt_group4_x_trans_ph1_x_normal_main_list,kill,group4,trans,ph1,13
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F4,ATSPEED_GROUP11_VMIN_K_CHKIMHCFCIOF4_SSN_CFCIO_VMIN_F4_X,f4,cfcio,scn_imh_chkimhcfciof4_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F4,ATSPEED_GROUP16_VMIN_K_CHKIMHCFCIOF4_SSN_CFCIO_VMIN_F4_X,f4,cfcio,scn_imh_chkimhcfciof4_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F4,ATSPEED_GROUP17_VMIN_K_CHKIMHCFCIOF4_SSN_CFCIO_VMIN_F4_X,f4,cfcio,scn_imh_chkimhcfciof4_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_CHK_IMH_CFCIO_F4,ATSPEED_GROUP19_VMIN_K_CHKIMHCFCIOF4_SSN_CFCIO_VMIN_F4_X,f4,cfcio,scn_imh_chkimhcfciof4_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGE_F1,ATSPEED_GROUP88_VMIN_K_VMAXIMHFIXDIGEF1_SSN_FIXDIGE_VMAX_F1_X,f1,fixdige,scn_imh_vmaximhfixdigef1_ssn_edt_group88_x_trans_ph1_x_normal_main_list,kill,group88,trans,ph1,16
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGW_F1,ATSPEED_GROUP7_VMIN_K_VMAXIMHFIXDIGWF1_SSN_FIXDIGW_VMAX_F1_X,f1,fixdigw,scn_imh_vmaximhfixdigwf1_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGW_F1,ATSPEED_GROUP11_VMIN_K_VMAXIMHFIXDIGWF1_SSN_FIXDIGW_VMAX_F1_X,f1,fixdigw,scn_imh_vmaximhfixdigwf1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGW_F1,ATSPEED_GROUP24_VMIN_K_VMAXIMHFIXDIGWF1_SSN_FIXDIGW_VMAX_F1_X,f1,fixdigw,scn_imh_vmaximhfixdigwf1_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGW_F1,ATSPEED_GROUP88_VMIN_K_VMAXIMHFIXDIGWF1_SSN_FIXDIGW_VMAX_F1_X,f1,fixdigw,scn_imh_vmaximhfixdigwf1_ssn_edt_group88_x_trans_ph1_x_normal_main_list,kill,group88,trans,ph1,16
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGMIO1_F1,ATSPEED_GROUP16_VMIN_K_VMAXIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMAX_F1_X,f1,fixdigmio1,scn_imh_vmaximhfixdigmio1f1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_FIXDIGMIO4_F1,ATSPEED_GROUP19_VMIN_K_VMAXIMHFIXDIGMIO4F1_SSN_FIXDIGMIO4_VMAX_F1_X,f1,fixdigmio4,scn_imh_vmaximhfixdigmio4f1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP7_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group7_x_trans_ph1_x_normal_main_list,kill,group7,trans,ph1,13
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP11_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP16_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP17_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP19_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP24_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group24_x_trans_ph1_x_normal_main_list,kill,group24,trans,ph1,55
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCMEM_F1,ATSPEED_GROUP27_VMIN_K_VMAXIMHCFCMEMF1_SSN_CFCMEM_VMAX_F1_X,f1,cfcmem,scn_imh_vmaximhcfcmemf1_ssn_edt_group27_x_trans_ph1_x_normal_main_list,kill,group27,trans,ph1,7
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCIO_F1,ATSPEED_GROUP4_VMIN_K_VMAXIMHCFCIOF1_SNO_CFCIO_VMAX_F1_X,f1,cfcio,scn_imh_vmaximhcfciof1_sno_edt_group4_x_trans_ph1_x_normal_main_list,kill,group4,trans,ph1,13
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCIO_F1,ATSPEED_GROUP11_VMIN_K_VMAXIMHCFCIOF1_SSN_CFCIO_VMAX_F1_X,f1,cfcio,scn_imh_vmaximhcfciof1_ssn_edt_group11_x_trans_ph1_x_normal_main_list,kill,group11,trans,ph1,7
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCIO_F1,ATSPEED_GROUP16_VMIN_K_VMAXIMHCFCIOF1_SSN_CFCIO_VMAX_F1_X,f1,cfcio,scn_imh_vmaximhcfciof1_ssn_edt_group16_x_trans_ph1_x_normal_main_list,kill,group16,trans,ph1,107
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCIO_F1,ATSPEED_GROUP17_VMIN_K_VMAXIMHCFCIOF1_SSN_CFCIO_VMAX_F1_X,f1,cfcio,scn_imh_vmaximhcfciof1_ssn_edt_group17_x_trans_ph1_x_normal_main_list,kill,group17,trans,ph1,106
imh,SCN,SCN_A_IMH_VMAX_IMH_CFCIO_F1,ATSPEED_GROUP19_VMIN_K_VMAXIMHCFCIOF1_SSN_CFCIO_VMAX_F1_X,f1,cfcio,scn_imh_vmaximhcfciof1_ssn_edt_group19_x_trans_ph1_x_normal_main_list,kill,group19,trans,ph1,107
imh,SCN,SCN_A_IMH_END,ATSPEED_GROUP38_VMIN_K_ENDIMH_SSN_VNN_VNOM_X_X,x,x,scn_imh_endimh_ssn_edt_group38_x_trans_ph1_x_normal_main_list,kill,group38,trans,ph1,39
