die,module,subflow,instance,ratio,power_plane,plist,status,group,recipe,phase,chunks
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph2,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAROOOINTDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parooointdualcoreall_x_trans_ph1_x_normal_main_list,kill,parooointdualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph2,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph2,10
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph3,5
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMLCALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmlcall_x_trans_stack_x_normal_main_list,kill,parmlcc0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F3,ATSPEED_PARMLCALL_VMIN_K_SRHCBBIAF3_SNO_IA_VMIN_F3_X,f3,ia,scn_cbb_srhcbbiaf3_sno_edt_parmlcall_x_trans_stack_x_normal_main_list,kill,parmlcc0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph2,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfedualcoreall_x_trans_stack_x_normal_main_list,kill,parfedualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAROOOINTDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parooointdualcoreall_x_trans_ph1_x_normal_main_list,kill,parooointdualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph2,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV0DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav0dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav0dualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMHDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmhdualcoreall_x_trans_stack_x_normal_main_list,kill,parpmhdualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARFMAV1DUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parfmav1dualcoreall_x_trans_stack_x_normal_main_list,kill,parfmav1dualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph1,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAREXEDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parexedualcoreall_x_trans_stack_x_normal_main_list,kill,parexedualcorec0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph2,10
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PAROOOVECDUALCOREALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parooovecdualcoreall_x_trans_stack_x_normal_main_list,kill,parooovecdualcorec0,trans,ph3,5
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph3,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph4,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARPMALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parpmall_x_trans_stack_x_normal_main_list,kill,parpmc0,trans,ph5,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMLCALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmlcall_x_trans_stack_x_normal_main_list,kill,parmlcc0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F4,ATSPEED_PARMLCALL_VMIN_K_SRHCBBIAF4_SNO_IA_VMIN_F4_X,f4,ia,scn_cbb_srhcbbiaf4_sno_edt_parmlcall_x_trans_stack_x_normal_main_list,kill,parmlcc0,trans,ph2,1
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F5,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF5_SNO_IA_VMIN_F5_X,f5,ia,scn_cbb_srhcbbiaf5_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph1,2
cbb,SCN,SCN_A_CBB_SRH_CBB_IA_F5,ATSPEED_PARMSIDDUALCOREALL_VMIN_K_SRHCBBIAF5_SNO_IA_VMIN_F5_X,f5,ia,scn_cbb_srhcbbiaf5_sno_edt_parmsiddualcoreall_x_trans_stack_x_normal_main_list,kill,parmsiddualcorec0,trans,ph2,1
